numSample,x1_pix,y1_pix,x2_pix,y2_pix,laser_X_m,laser_Y_m,laser_Z_m,radar_X_m,radar_Y_m,radar_R_m,radar_A_deg,radar_D_mps,radar_P_db,dataset,index,Difficult,vehicle_class,iou_class,conf_class,track_id,cx,cy
3744,851,480,919,540,-1.7815659046173096,63.225921630859375,2.1133623123168945,-2.224167823791504,63.47788238525391,63.575828552246094,2.0,247.0,10169685.0,RECORD@2020-11-22_12.25.47,181,0.0,truck,0.8900886178016663,0.6576153039932251,1,2.219,65.537
3745,841,482,906,542,-2.319138765335083,63.02911376953125,1.449982762336731,-2.748817205429077,63.32381439208984,63.47602081298828,2.5,247.0,13624040.0,RECORD@2020-11-22_12.25.47,182,0.0,truck,0.9093714356422424,0.6838048100471497,1,2.769,65.416
3746,834,483,901,543,-2.4815514087677,62.80266189575195,1.4439566135406494,-2.801638126373291,63.02755737304688,63.176605224609375,2.5,247.0,11076761.0,RECORD@2020-11-22_12.25.47,183,0.0,truck,0.938757598400116,0.7262955904006958,1,2.756,65.116
3747,827,484,896,545,-2.6883082389831543,62.64630126953125,1.4429632425308228,-2.838474035263061,62.99169158935547,63.07680130004883,2.5999999046325684,248.0,14958001.0,RECORD@2020-11-22_12.25.47,184,0.0,truck,0.903512716293335,0.4676966965198517,1,2.861,65.012
3748,805,498,870,557,-3.488566875457764,61.81890106201172,1.4291809797286987,-3.614506959915161,62.15932083129883,62.278358459472656,3.299999952316284,248.0,13945004.0,RECORD@2020-11-22_12.25.47,185,0.0,truck,0.9055377840995787,0.7373399138450623,1,3.585,64.175
3749,796,494,864,554,-3.7014317512512207,61.63742065429688,1.4229689836502075,-3.9267969131469727,61.89460754394531,62.07875061035156,3.5999999046325684,248.0,14810524.0,RECORD@2020-11-22_12.25.47,186,0.0,truck,0.9424043893814088,0.6947109699249268,1,3.898,63.956
3750,789,487,859,548,-3.899277210235596,61.45004653930664,1.423274278640747,-4.207224845886231,61.541648864746094,61.67953109741211,3.900000095367432,249.0,17686984.0,RECORD@2020-11-22_12.25.47,187,0.0,truck,0.9383347034454346,0.6101241707801819,1,4.195,63.537
3751,783,484,852,546,-4.022226333618164,61.28580474853516,1.4190443754196167,-4.078169822692871,61.63409805297852,61.779335021972656,3.799999952316284,249.0,13945296.0,RECORD@2020-11-22_12.25.47,188,1.0,truck,0.9080973863601683,0.5827581882476807,1,4.094,63.644
3752,776,482,846,543,-4.370149612426758,61.09931182861328,1.4190797805786133,-4.608828544616699,61.38996505737305,61.57972717285156,4.300000190734863,250.0,14334379.0,RECORD@2020-11-22_12.25.47,189,0.0,truck,0.920038878917694,0.7781717777252197,1,4.617,63.406
3753,770,481,841,543,-4.34023380279541,60.96755599975586,2.0547444820404053,-4.894772529602051,61.245487213134766,61.47991943359375,4.599999904632568,250.0,9625211.0,RECORD@2020-11-22_12.25.47,190,0.0,truck,0.884391725063324,0.6972959637641907,1,4.931,63.282
3754,768,486,838,549,-4.547516345977783,60.843017578125,1.4136866331100464,-4.790756702423096,61.082984924316406,61.28030776977539,4.5,250.0,16459880.0,RECORD@2020-11-22_12.25.47,191,0.0,truck,0.8946881890296936,0.5787216424942017,1,4.808,63.091
3755,769,490,836,553,-4.542032241821289,60.703033447265625,1.4084651470184326,-4.804215908050537,61.05425262451172,61.28030776977539,4.5,251.0,10092954.0,RECORD@2020-11-22_12.25.47,192,0.0,truck,0.8895241022109985,0.8069891929626465,1,4.808,63.091
3756,768,493,835,554,-4.631894111633301,60.58021926879883,1.4092351198196411,-4.72312068939209,60.88733673095703,61.0806999206543,4.400000095367432,251.0,21085126.0,RECORD@2020-11-22_12.25.47,193,0.0,truck,0.9038607478141784,0.5281776189804077,1,4.686,62.901
3757,769,492,834,555,-4.663210868835449,60.45558547973633,1.4040287733078003,-4.835529804229736,60.82929992675781,61.0806999206543,4.5,251.0,7990428.0,RECORD@2020-11-22_12.25.47,194,1.0,truck,0.8944619297981262,0.6578589677810669,1,4.792,62.892
3758,768,492,834,555,-4.618405342102051,60.34959411621094,1.405811071395874,-4.743788242340088,60.68423461914063,60.88108825683594,4.5,251.0,27495334.0,RECORD@2020-11-22_12.25.47,195,0.0,truck,0.9055218696594238,0.5711294412612915,1,4.777,62.693
3759,772,495,838,555,-4.50704288482666,60.24589157104492,1.4001896381378174,-4.759444713592529,60.61029815673828,60.88108825683594,4.5,251.0,16829842.0,RECORD@2020-11-22_12.25.47,196,0.0,truck,0.9544488787651062,0.600846529006958,1,4.777,62.693
3760,801,482,866,544,-3.5699446201324463,59.868648529052734,2.023435592651367,-3.509456157684326,60.4004135131836,60.48186874389648,3.299999952316284,252.0,10313217.0,RECORD@2020-11-22_12.25.47,197,0.0,truck,0.9150270223617554,0.6186976432800293,1,3.482,62.382
3761,811,480,880,542,-3.223744630813598,59.79025268554688,1.3972506523132324,-3.26430082321167,60.28916549682617,60.38206481933594,3.0999999046325684,251.0,21830104.0,RECORD@2020-11-22_12.25.47,198,0.0,truck,0.9345802068710328,0.8205054998397827,1,3.265,62.294
3762,842,490,905,549,-2.242220640182495,59.48243713378906,1.3886046409606934,-1.9879064559936523,59.95433807373047,59.98284149169922,1.899999976158142,250.0,20279884.0,RECORD@2020-11-22_12.25.47,201,0.0,truck,0.8999564051628113,0.5659976601600647,1,1.989,61.95
3763,852,491,915,552,-1.907125353813172,59.355228424072266,1.3833823204040527,-1.8738703727722168,59.846588134765625,59.88303756713867,1.7999999523162842,251.0,20891048.0,RECORD@2020-11-22_12.25.47,202,0.0,truck,0.9276413321495056,0.7013112902641296,1,1.881,61.853
3764,859,496,922,556,-1.7262678146362305,59.25011444091797,1.38441002368927,-2.046785831451416,59.87479782104492,59.88303756713867,1.899999976158142,251.0,14645596.0,RECORD@2020-11-22_12.25.47,203,0.0,truck,0.9322962760925292,0.6852005124092102,1,1.985,61.85
3765,864,495,928,555,-1.5672657489776611,59.1312255859375,1.3791165351867676,-1.4549274444580078,59.65718460083008,59.68342971801758,1.399999976158142,251.0,26378658.0,RECORD@2020-11-22_12.25.47,204,0.0,truck,0.9413213729858398,0.720350980758667,1,1.458,61.666
3766,870,495,936,553,-1.3355610370635986,59.02782440185547,1.380300998687744,-1.1409342288970947,59.87202072143555,59.88303756713867,1.100000023841858,250.0,22545758.0,RECORD@2020-11-22_12.25.47,205,0.0,truck,0.9375916123390198,0.7381964325904846,1,1.15,61.872
3767,877,502,942,562,-1.0868908166885376,58.9015007019043,1.3745094537734983,-0.9272369146347046,59.47249984741211,59.48381805419922,0.8999999761581421,250.0,14905652.0,RECORD@2020-11-22_12.25.47,206,1.0,truck,0.9288620352745056,0.7396479845046997,1,0.934,61.476
3768,888,504,952,564,-0.6792420744895935,58.77814483642578,1.375335931777954,-0.6128813028335571,59.25830841064453,59.284210205078125,0.6000000238418579,250.0,30995910.0,RECORD@2020-11-22_12.25.47,207,0.0,truck,0.9513448476791382,0.7394970059394836,1,0.621,61.281
3769,896,502,960,563,-0.5138322114944458,58.65365982055664,1.3699023723602295,-0.2046948075294494,59.07501983642578,59.084598541259766,0.2000000029802322,251.0,40260044.0,RECORD@2020-11-22_12.25.47,208,0.0,truck,0.962629497051239,0.8053433895111084,1,0.206,61.084
3770,911,510,979,571,0.1231345608830452,58.25089263916016,0.5952714085578918,0.6110796332359314,58.68394470214844,58.68537902832031,-0.6000000238418579,251.0,37526156.0,RECORD@2020-11-22_12.25.47,209,0.0,truck,0.9466798305511476,0.7509030699729919,1,-0.615,60.682
3771,914,515,979,576,0.0917732268571853,58.123653411865234,0.7533029317855835,0.3585034012794494,58.56538391113281,58.5855712890625,-0.4000000059604645,251.0,25490632.0,RECORD@2020-11-22_12.25.47,210,0.0,truck,0.942922830581665,0.8170457482337952,1,-0.409,60.584
3772,915,512,981,574,0.2413988709449768,58.02176284790039,0.5944201946258545,0.5076268315315247,58.36228561401367,58.385963439941406,-0.5,251.0,32412028.0,RECORD@2020-11-22_12.25.47,211,0.0,truck,0.9701438546180724,0.6234413385391235,1,-0.51,60.384
3773,915,510,982,572,0.1771341413259506,57.888484954833984,0.75171959400177,0.40772345662117,58.18493270874024,58.18635559082031,-0.4000000059604645,250.0,19965958.0,RECORD@2020-11-22_12.25.47,212,0.0,truck,0.951278567314148,0.7319810390472412,1,-0.406,60.185
3774,915,515,983,580,0.1669178009033203,57.74941253662109,0.5933367609977722,0.6069865822792053,58.07052612304688,58.0865478515625,-0.6000000238418579,250.0,20774252.0,RECORD@2020-11-22_12.25.47,213,0.0,truck,0.9211822748184204,0.6684777736663818,1,-0.608,60.083
3775,915,518,983,581,0.1826661378145218,57.62611389160156,0.7498063445091248,0.7080118060112,57.88375473022461,57.88693618774414,-0.699999988079071,250.0,18850636.0,RECORD@2020-11-22_12.25.47,214,1.0,truck,0.9479566216468812,0.6882914900779724,1,-0.707,59.883
3776,916,518,983,582,0.166135549545288,57.50255584716797,0.5923306941986084,0.4118496477603912,58.08512878417969,58.0865478515625,-0.4000000059604645,251.0,13978622.0,RECORD@2020-11-22_12.25.47,215,0.0,truck,0.9628608226776124,0.6676174402236938,1,-0.406,60.085
3777,917,516,984,578,0.1860670447349548,57.39603042602539,0.7484209537506104,0.4034730792045593,57.86480712890625,57.88693618774414,-0.4000000059604645,251.0,16198475.0,RECORD@2020-11-22_12.25.47,216,0.0,truck,0.9693191647529602,0.7066051959991455,1,-0.404,59.886
3778,915,510,985,575,0.2195322811603546,57.27227783203125,0.5915568470954895,0.8544913530349731,57.65568542480469,57.68732833862305,-0.8999999761581421,251.0,10763122.0,RECORD@2020-11-22_12.25.47,217,1.0,truck,0.9203788638114928,0.5764739513397217,1,-0.906,59.68
3779,917,512,987,575,0.283042699098587,57.16741943359375,0.7469695210456848,0.4007419049739837,57.586952209472656,57.5875244140625,-0.4000000059604645,251.0,31344104.0,RECORD@2020-11-22_12.25.47,218,0.0,truck,0.9351815581321716,0.7532398104667664,1,-0.402,59.586
3780,921,510,990,574,0.3345202207565307,57.07161712646485,0.5907056331634521,0.4600865542888641,57.48631286621094,57.48771667480469,-0.5,251.0,23076098.0,RECORD@2020-11-22_12.25.47,219,0.0,truck,0.946899712085724,0.7035920023918152,1,-0.502,59.486
3781,922,508,990,571,0.3782283663749695,56.91921615600586,0.7455180883407593,0.6066168546676636,57.27623748779297,57.2881088256836,-0.6000000238418579,251.0,27750192.0,RECORD@2020-11-22_12.25.47,220,0.0,truck,0.9565633535385132,0.5212567448616028,1,-0.6,59.285
3782,927,498,992,558,0.5247078537940979,56.468170166015625,1.3361291885375977,0.6069865822792053,57.072750091552734,57.088497161865234,-0.6000000238418579,251.0,31634880.0,RECORD@2020-11-22_12.25.47,221,0.0,truck,0.9071057438850404,0.6132069230079651,1,-0.598,59.085
3783,928,490,996,552,0.5486244559288025,56.35110855102539,1.3316810131072998,0.9900038242340088,56.6719970703125,56.68927764892578,-1.0,251.0,25503998.0,RECORD@2020-11-22_12.25.47,222,0.0,truck,0.9331097602844238,0.6929413676261902,1,-0.989,58.681
3784,933,499,1001,561,0.781863808631897,56.24873352050781,1.332533836364746,0.9971275329589844,56.6671142578125,56.68927764892578,-1.0,251.0,41944600.0,RECORD@2020-11-22_12.25.47,223,0.0,truck,0.931921124458313,0.5727871656417847,1,-0.989,58.681
3785,932,497,999,558,0.7626020908355713,56.189109802246094,1.3279271125793457,0.8837378025054932,56.65210723876953,56.68927764892578,-0.8999999761581421,252.0,20125486.0,RECORD@2020-11-22_12.25.47,224,0.0,truck,0.9424557089805604,0.7000890970230103,1,-0.89,58.682
3786,932,499,1000,560,0.7278587222099304,56.05344009399414,1.3291096687316897,1.0852446556091309,56.67233657836914,56.68927764892578,-1.100000023841858,252.0,38638516.0,RECORD@2020-11-22_12.25.47,225,0.0,truck,0.9775214195251464,0.5384405255317688,1,-1.088,58.679
3787,934,497,1001,561,0.7895034551620483,55.98551940917969,1.3249409198760986,0.9037793278694152,56.45309829711914,56.48966598510742,-0.8999999761581421,253.0,16195813.0,RECORD@2020-11-22_12.25.47,226,0.0,truck,0.965833842754364,0.596855878829956,1,-0.887,58.483
3788,933,497,1001,560,0.7897806167602539,55.899356842041016,1.326541543006897,0.9971275329589844,56.47481536865234,56.48966598510742,-1.0,253.0,26097330.0,RECORD@2020-11-22_12.25.47,227,0.0,truck,0.961005687713623,0.565396249294281,1,-0.986,58.481
3789,934,498,1001,560,0.787502646446228,55.8370246887207,1.3224668502807615,0.9790984988212584,56.37936401367188,56.38986206054688,-1.0,253.0,22111746.0,RECORD@2020-11-22_12.25.47,228,0.0,truck,0.9396068453788756,0.6008031368255615,1,-0.984,58.381
3790,933,498,1000,559,0.7306749820709229,55.76792907714844,1.3241446018218994,1.2687933444976809,56.24799346923828,56.29005813598633,-1.2999999523162842,253.0,16882902.0,RECORD@2020-11-22_12.25.47,229,1.0,truck,0.93265962600708,0.6537290215492249,1,-1.277,58.276
3792,932,497,997,557,0.6945968270301819,55.6524658203125,1.322432518005371,0.8975030779838562,56.281471252441406,56.29005813598633,-0.8999999761581421,254.0,26091500.0,RECORD@2020-11-22_12.25.47,231,0.0,truck,0.895783543586731,0.5548396110534668,1,-0.884,58.283
3793,930,496,996,556,0.5971260666847229,55.627254486083984,1.318798303604126,0.6859345436096191,56.07770919799805,56.09044647216797,-0.699999988079071,254.0,25523278.0,RECORD@2020-11-22_12.25.47,232,0.0,truck,0.899232804775238,0.6540008187294006,1,-0.685,58.086
3794,929,503,995,563,0.6076382994651794,55.58164596557617,1.3207204341888428,0.6336060762405396,56.08830261230469,56.09044647216797,-0.699999988079071,254.0,38522792.0,RECORD@2020-11-22_12.25.47,233,0.0,truck,0.9088301062583924,0.6944279670715332,1,-0.685,58.086
3795,927,510,994,570,0.5688849091529846,55.53897476196289,0.7362818717956543,0.7794463634490967,56.03611755371094,56.09044647216797,-0.800000011920929,1.0,14328543.0,RECORD@2020-11-22_12.25.47,234,0.0,truck,0.911000907421112,0.6635448336601257,1,-0.783,58.085
3796,927,506,994,568,0.5852922201156616,55.50637435913086,0.9498599171638488,0.6859345436096191,56.08907699584961,56.09044647216797,-0.699999988079071,1.0,13206737.0,RECORD@2020-11-22_12.25.47,235,0.0,truck,0.9192497730255128,0.5636711716651917,1,-0.685,58.086
3797,927,505,993,565,0.5742757320404053,55.52052688598633,1.3198643922805786,0.9796952605247498,55.980224609375,55.99063873291016,-1.0,1.0,28149082.0,RECORD@2020-11-22_12.25.47,236,0.0,truck,0.8659136891365051,0.5489974617958069,1,-0.977,57.982
3805,924,503,992,567,0.3940043151378631,55.672794342041016,0.5855594277381897,0.6826607584953308,56.13103103637695,56.19025421142578,-0.699999988079071,2.0,32633192.0,RECORD@2020-11-22_12.25.47,245,0.0,truck,0.9419735670089722,0.7542688250541687,1,-0.686,58.186
3805,849,509,902,556,-2.413489818572998,78.37225341796875,0.6733928322792053,-2.453579425811768,78.70539855957031,78.74620056152344,1.7999999523162842,193.0,7065200.5,RECORD@2020-11-22_12.25.47,245,0.0,truck,0.9502768516540528,0.7214832901954651,3,2.473,80.707
3808,931,495,999,558,0.7519717216491699,56.00625228881836,1.3251969814300537,0.5902421474456787,56.48958206176758,56.48966598510742,-0.6000000238418579,3.0,12784726.0,RECORD@2020-11-22_12.25.47,249,1.0,truck,0.9441110491752625,0.6822107434272766,1,-0.592,58.487
3808,747,497,857,585,-3.06884241104126,36.06993865966797,0.9870046377182008,-2.691831350326538,36.25579071044922,36.329044342041016,4.300000190734863,204.0,11154732.0,RECORD@2020-11-22_12.25.47,249,1.0,truck,0.944056749343872,0.8387429714202881,3,2.724,38.227
3808,839,506,889,557,-2.7524421215057373,66.04586029052734,0.6263033151626587,-2.658633232116699,66.22174835205078,66.27056121826172,2.299999952316284,196.0,6894784.0,RECORD@2020-11-22_12.25.47,249,1.0,car,0.5625845193862915,0.8622214794158936,4,2.66,68.217
3809,932,498,1002,562,0.791976809501648,56.04930877685547,1.3289384841918943,1.1044185161590576,56.4865608215332,56.48966598510742,-1.100000023841858,3.0,16101485.0,RECORD@2020-11-22_12.25.47,250,1.0,truck,0.9375102519989014,0.5616320967674255,1,-1.084,58.479
3809,703,495,839,607,-3.084828615188598,29.21975517272949,0.5642904043197632,-3.098805427551269,29.53707504272461,29.74190902709961,5.900000095367432,209.0,20774578.0,RECORD@2020-11-22_12.25.47,250,1.0,truck,0.92488294839859,0.4540177583694458,3,3.057,31.584
3809,829,515,884,563,-2.378730058670044,59.32099914550781,0.761945366859436,-2.267305374145508,59.24442672729492,59.284210205078125,2.200000047683716,195.0,7738316.0,RECORD@2020-11-22_12.25.47,250,1.0,car,0.8189233541488647,0.8929213881492615,4,2.276,61.241
3810,634,502,803,645,-3.055520534515381,22.55413246154785,0.4588394165039062,-2.836540937423706,22.775712966918945,22.95516395568848,7.099999904632568,214.0,30208530.0,RECORD@2020-11-22_12.25.47,251,1.0,truck,0.9376280307769777,0.5841914415359497,3,2.837,24.779
3810,932,507,999,571,0.6512343287467957,56.12431716918945,0.5871264934539795,1.5001981258392334,56.39762115478516,56.48966598510742,-1.5,3.0,15718554.0,RECORD@2020-11-22_12.25.47,251,1.0,truck,0.9446566700935364,0.6510026454925537,1,-1.479,58.47
3810,809,526,875,577,-3.1729753017425537,52.00397491455078,0.0242080688476562,-2.7258856296539307,52.02688217163086,52.098243713378906,3.0,195.0,11265514.0,RECORD@2020-11-22_12.25.47,251,1.0,car,0.9221389889717102,0.8888429403305054,4,2.727,54.027
3811,510,488,769,688,-3.0119051933288574,15.899078369140623,0.4761835038661957,-2.8001067638397217,16.164085388183594,16.56764030456543,9.5,221.0,26376652.0,RECORD@2020-11-22_12.25.47,252,1.0,truck,0.9466169476509094,0.7324924468994141,3,2.734,18.34
3811,779,524,860,584,-3.2873740196228027,44.885292053222656,0.0734185725450515,-2.6629583835601807,45.24088287353516,45.311500549316406,3.400000095367432,195.0,11811438.0,RECORD@2020-11-22_12.25.47,252,1.0,car,0.8718398213386536,0.8924087285995483,4,2.687,47.232
3811,932,506,1000,568,0.666124701499939,56.15730667114258,0.7407020330429077,1.032295823097229,56.61103057861328,56.68927764892578,-1.100000023841858,2.0,13169556.0,RECORD@2020-11-22_12.25.47,252,1.0,truck,0.9407109618186952,0.7636199593544006,1,-1.088,58.679
3812,751,520,847,590,-3.350319623947144,37.87102508544922,0.5166856646537781,-2.843109369277954,37.99737548828125,38.12553405761719,4.300000190734863,196.0,17370560.0,RECORD@2020-11-22_12.25.47,253,1.0,car,0.8885786533355713,0.9408221244812012,4,2.859,40.018
3812,314,473,711,759,-2.8351199626922607,9.462993621826172,0.6370213031768799,-2.8292577266693115,9.698246955871582,10.180116653442385,16.399999618530273,234.0,14419955.0,RECORD@2020-11-22_12.25.47,253,1.0,truck,0.9333615303039552,0.8888905048370361,3,2.874,11.766
3812,931,500,1001,563,0.7269999980926514,56.21833801269531,1.328780174255371,1.1815464496612549,56.65474319458008,56.68927764892578,-1.2000000476837158,2.0,18280404.0,RECORD@2020-11-22_12.25.47,253,1.0,truck,0.9636170864105223,0.6550231575965881,1,-1.187,58.677
3813,636,521,783,630,-3.409794807434082,23.869096755981445,0.4631343483924866,-3.3855583667755127,23.9927978515625,24.1528263092041,8.199999809265137,201.0,17079530.0,RECORD@2020-11-22_12.25.47,255,1.0,car,0.9019145965576172,0.9425827860832214,4,3.445,25.906
3813,930,498,999,562,0.6708599328994751,56.30880737304688,1.330145239830017,0.7867167592048645,56.81013870239258,56.88888549804688,-0.800000011920929,2.0,18050540.0,RECORD@2020-11-22_12.25.47,255,1.0,truck,0.9236904978752136,0.7158517241477966,1,-0.794,58.883
3814,506,524,723,670,-3.522987604141236,16.791019439697266,0.484463095664978,-3.402581691741944,17.01112174987793,17.36608123779297,11.300000190734863,207.0,12200401.0,RECORD@2020-11-22_12.25.47,256,1.0,car,0.954702615737915,0.9538041949272156,4,3.403,19.029
3814,929,497,997,559,0.6479672193527222,56.338226318359375,1.333817958831787,0.7867167592048645,56.65050506591797,56.68927764892578,-0.800000011920929,2.0,21191448.0,RECORD@2020-11-22_12.25.47,256,1.0,truck,0.8429625630378723,0.5308022499084473,1,-0.792,58.684
3815,244,529,607,757,-3.5896356105804443,9.895984649658203,0.5493340492248535,-3.48518705368042,10.073583602905272,10.77894687652588,19.5,223.0,13782336.0,RECORD@2020-11-22_12.25.47,257,1.0,car,0.9594186544418336,0.956812858581543,4,3.598,12.161
3815,927,501,996,563,0.5751558542251587,56.386714935302734,1.3316810131072998,0.5944282412528992,56.888450622558594,56.88888549804688,-0.6000000238418579,1.0,29002138.0,RECORD@2020-11-22_12.25.47,257,1.0,truck,0.8352521657943726,0.6848583221435547,1,-0.596,58.886
3817,919,503,988,566,0.3811323642730713,56.30358123779297,0.5882872939109802,0.493445873260498,56.88672637939453,56.88888549804688,-0.5,254.0,17290922.0,RECORD@2020-11-22_12.25.47,259,0.0,truck,0.8500213623046875,0.7012685537338257,1,-0.496,58.887
3818,914,506,987,569,0.3183650076389313,56.28036117553711,0.7412958145141602,0.2976133823394775,56.68789291381836,56.68927764892578,-0.3000000119209289,253.0,23050156.0,RECORD@2020-11-22_12.25.47,260,0.0,truck,0.9001359343528748,0.5852692723274231,1,-0.297,58.689
3819,908,508,985,572,0.1668751686811447,56.21196746826172,0.5874167084693909,0.4927992522716522,56.71123504638672,56.78908157348633,-0.5,253.0,16038028.0,RECORD@2020-11-22_12.25.47,261,0.0,truck,0.8717807531356812,0.6898906230926514,1,-0.496,58.787
3820,906,513,981,575,0.000457788206404,56.18370056152344,0.7403062582015991,0.0991899222135543,56.4808464050293,56.48966598510742,-0.1000000014901161,253.0,15595696.0,RECORD@2020-11-22_12.25.47,262,0.0,truck,0.9716576337814332,0.7598184943199158,1,-0.099,58.49
3821,898,514,974,578,-0.2026149779558181,56.096073150634766,0.5869137048721313,-0.1955849677324295,56.45469665527344,56.48966598510742,0.2000000029802322,253.0,21836628.0,RECORD@2020-11-22_12.25.47,263,0.0,truck,0.9278386831283568,0.7361212968826294,1,0.197,58.489
3822,893,523,965,586,-0.4020503461360931,56.03853225708008,0.0005843937397003,-0.3963629901409149,56.288692474365234,56.29005813598633,0.4000000059604645,254.0,29032682.0,RECORD@2020-11-22_12.25.47,264,0.0,truck,0.9291748404502868,0.489856481552124,1,0.393,58.289
3823,886,525,959,586,-0.6183399558067322,55.9821662902832,-0.0021455883979797,-0.5962953567504883,56.3169059753418,56.38986206054688,0.6000000238418579,254.0,24077180.0,RECORD@2020-11-22_12.25.47,265,0.0,truck,0.896371603012085,0.8072868585586548,1,0.591,58.387
3824,879,527,951,589,-0.8125808835029602,55.9512825012207,0.0009142756462097,-0.9258832335472108,56.27970123291016,56.29005813598633,0.8999999761581421,254.0,15515358.0,RECORD@2020-11-22_12.25.47,266,0.0,truck,0.956200122833252,0.6715559363365173,1,0.884,58.283
3825,867,530,942,592,-1.1862459182739258,55.91301727294922,-0.0019459426403045,-1.0758473873138428,56.269073486328125,56.29005813598633,1.100000023841858,254.0,14118013.0,RECORD@2020-11-22_12.25.47,267,0.0,truck,0.9198498129844666,0.8340560793876648,1,1.081,58.28
3827,847,533,926,596,-1.826611876487732,55.891998291015625,-0.0025116056203842,-1.6184697151184082,56.47273635864258,56.48966598510742,1.600000023841858,1.0,17757588.0,RECORD@2020-11-22_12.25.47,269,0.0,truck,0.9000949859619141,0.6203770637512207,1,1.577,58.468
3828,839,532,914,597,-2.2058355808258057,55.93319320678711,0.0004194676876068,-2.0545809268951416,56.246673583984375,56.29005813598633,2.0999999046325684,2.0,16710898.0,RECORD@2020-11-22_12.25.47,270,0.0,truck,0.9362691640853882,0.6425246596336365,1,2.063,58.252
3831,804,533,879,596,-3.185138940811157,56.57437515258789,-0.0043965578079223,-3.3173470497131348,56.88833236694336,56.98869323730469,3.299999952316284,8.0,19829994.0,RECORD@2020-11-22_12.25.47,273,0.0,truck,0.9356985092163086,0.6603578925132751,1,3.28,58.894
3832,801,532,876,596,-3.214860200881958,56.7539176940918,-0.0084677934646606,-3.317776918411255,57.1600456237793,57.2881088256836,3.299999952316284,8.0,14393421.0,RECORD@2020-11-22_12.25.47,274,0.0,truck,0.9240190386772156,0.675808846950531,1,3.298,59.193
3833,799,533,873,596,-3.320308208465576,56.932273864746094,-0.0068375468254089,-3.484374046325684,57.38657379150391,57.48771667480469,3.5,9.0,27709914.0,RECORD@2020-11-22_12.25.47,275,0.0,truck,0.9074931144714355,0.6197216510772705,1,3.51,59.38
3835,797,530,873,595,-3.4466891288757324,57.36336517333984,-0.0096084177494049,-3.5282645225524902,57.590911865234375,57.7871322631836,3.5,10.0,26472254.0,RECORD@2020-11-22_12.25.47,277,0.0,truck,0.9525799751281738,0.8181183338165283,1,3.528,59.679
3836,794,533,870,597,-3.560645341873169,57.58346557617188,-0.0143241882324218,-3.628963947296143,58.17119598388672,58.28615951538086,3.5999999046325684,11.0,23560376.0,RECORD@2020-11-22_12.25.47,278,0.0,truck,0.9242074489593506,0.5695138573646545,1,3.66,60.171
3837,794,533,870,597,-3.6008358001708984,57.83257675170898,-0.0130389928817749,-3.8435378074646,58.15660858154297,58.385963439941406,3.799999952316284,12.0,15141272.0,RECORD@2020-11-22_12.25.47,279,0.0,truck,0.9735929369926452,0.5986756682395935,1,3.869,60.258
3838,793,526,867,590,-3.5782837867736816,58.097694396972656,-0.0169196128845214,-3.868062734603882,58.53709411621094,58.68537902832031,3.799999952316284,12.0,22730210.0,RECORD@2020-11-22_12.25.47,280,0.0,truck,0.9366725087165833,0.6487923860549927,1,3.889,60.556
3839,790,525,865,588,-3.751882076263428,58.35774612426758,-0.0159418284893035,-3.786285400390625,58.75558090209961,58.884986877441406,3.700000047683716,12.0,22220868.0,RECORD@2020-11-22_12.25.47,281,0.0,truck,0.912567138671875,0.579430341720581,1,3.8,60.762
3840,785,521,862,585,-3.806012630462648,58.61233139038086,0.2882829308509826,-4.106788635253906,58.93344497680664,59.084598541259766,4.0,12.0,19050338.0,RECORD@2020-11-22_12.25.47,282,0.0,truck,0.9150400757789612,0.8402882814407349,1,4.122,60.941
3841,780,521,855,585,-4.042754173278809,59.15852355957031,-0.0242400765419006,-4.341042995452881,59.5141487121582,59.68342971801758,4.199999809265137,13.0,14824963.0,RECORD@2020-11-22_12.25.47,283,0.0,truck,0.9268580079078674,0.5384509563446045,1,4.371,61.523
3842,775,522,853,582,-4.138123035430908,59.471168518066406,-0.0228689908981323,-4.504083633422852,59.70661163330078,59.88303756713867,4.300000190734863,13.0,13019144.0,RECORD@2020-11-22_12.25.47,284,0.0,truck,0.9097298383712769,0.5371497273445129,1,4.49,61.714
3843,773,528,848,588,-4.258047103881836,59.72903823852539,-0.0279002785682678,-4.384223937988281,60.0881462097168,60.282257080078125,4.199999809265137,13.0,10371834.0,RECORD@2020-11-22_12.25.47,285,0.0,truck,0.919299840927124,0.4905742704868316,1,4.415,62.12
3844,763,526,843,586,-4.4900407791137695,59.996070861816406,-0.0273881256580352,-4.765238285064697,60.51702499389648,60.68148040771485,4.5,13.0,8515964.0,RECORD@2020-11-22_12.25.47,286,0.0,truck,0.858916699886322,0.5230634808540344,1,4.761,62.494
3845,762,527,839,590,-4.579944133758545,60.280460357666016,-0.0318932831287384,-4.639267444610596,60.83829498291016,61.0806999206543,4.400000095367432,13.0,7506408.5,RECORD@2020-11-22_12.25.47,287,0.0,truck,0.8743957877159119,0.5787307024002075,1,4.686,62.901
3846,761,528,834,592,-4.837404727935791,60.530067443847656,-0.0311156064271926,-4.990518569946289,61.12168884277344,61.28030776977539,4.699999809265137,13.0,7633848.0,RECORD@2020-11-22_12.25.47,288,0.0,truck,0.8767582178115845,0.6570932865142822,1,5.021,63.074
